Sub-District,Sub-District Latitude,Sub-District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Legian,-8.703338,115.1688432,S.K.A.I Beach Club Bali,-8.70589339981066,115.16598571040898,Beach Bar
Legian,-8.703338,115.1688432,Romeos,-8.70159297158804,115.1661998474772,Gastropub
Legian,-8.703338,115.1688432,Fat Bowl,-8.706230923274044,115.1679725241438,Restaurant
Legian,-8.703338,115.1688432,Mandara Spa,-8.705144254582617,115.16652345657349,Spa
Legian,-8.703338,115.1688432,Bali Mandira Beach Resort,-8.706758605619129,115.16742131955579,Hotel
Legian,-8.703338,115.1688432,Mugshot,-8.701589238389523,115.16649520136123,Coffee Shop
Legian,-8.703338,115.1688432,Bella Vista Coffee & Juice Bar,-8.705317162923937,115.16834701733649,Café
Legian,-8.703338,115.1688432,Warung Padmasari,-8.705833561110149,115.17021208515834,Balinese Restaurant
Legian,-8.703338,115.1688432,Baleka Resort Hotel & Spa,-8.700180830684035,115.16706426546014,Hotel
Legian,-8.703338,115.1688432,Rama garden sports bar n restaurant,-8.706086682837757,115.1689614546337,Eastern European Restaurant
Legian,-8.703338,115.1688432,Bali Chaya,-8.700819843426613,115.16829756878528,Hotel
Legian,-8.703338,115.1688432,Legian Pub,-8.706023741957729,115.16941681821248,Pub
Legian,-8.703338,115.1688432,Grand Sinar Indah Hotel,-8.702747498376445,115.16753370482004,Hotel
Legian,-8.703338,115.1688432,Fairfield Hotel by Marriot,-8.699576113905984,115.17102063288307,Hotel
Legian,-8.703338,115.1688432,The Caffeine Coffee Shop,-8.7008686124195,115.16984245057506,Coffee Shop
Legian,-8.703338,115.1688432,Mozzarella By The Sea,-8.702408487098774,115.16448747857278,Restaurant
Legian,-8.703338,115.1688432,Tenkai Japanese Restaurant,-8.704877637993743,115.16604552456698,Japanese Restaurant
Legian,-8.703338,115.1688432,Y sports bar,-8.705291708017793,115.16846375097093,Sports Bar
Legian,-8.703338,115.1688432,The Legend Bar & Restaurant,-8.707574726741667,115.16919031909492,Bar
Legian,-8.703338,115.1688432,De Yogi Warung,-8.706750799764082,115.17148059302805,Asian Restaurant
Legian,-8.703338,115.1688432,Yut'z Place,-8.699689263766992,115.1666467458782,Swiss Restaurant
Legian,-8.703338,115.1688432,"Poco Loco Mexican Restaurant, Legian, Bali",-8.701254346921202,115.16654450518185,Mexican Restaurant
Legian,-8.703338,115.1688432,Capil Bar & Grill,-8.70592858703096,115.16988495310676,Italian Restaurant
Legian,-8.703338,115.1688432,Bali niksoma boutique beach resort,-8.7019143011598,115.16466449777099,Resort
Legian,-8.703338,115.1688432,The Coffee Library,-8.70605,115.169913,Coffee Shop
Legian,-8.703338,115.1688432,Circle K,-8.701632777480942,115.16625246206426,Convenience Store
Legian,-8.703338,115.1688432,ONE-O Cafe,-8.70135286096737,115.16629815101622,Café
Legian,-8.703338,115.1688432,Posers International Pub & Restaurant,-8.70607880640761,115.1684724712955,Pub
Legian,-8.703338,115.1688432,Circle K,-8.70639567117678,115.16869068145752,Convenience Store
Legian,-8.703338,115.1688432,MaxOne Hotel @ Legian,-8.700450576313749,115.16866810397237,Hotel
Legian,-8.703338,115.1688432,Legian Village Hotel Bali,-8.706007998254305,115.16884532751382,Hotel
Legian,-8.703338,115.1688432,Kusnadi Hotel,-8.699478360567618,115.16730397939682,Hotel
Seminyak,-8.6908357,115.1641975,Courtyard by Marriott Bali Seminyak,-8.691398081025852,115.16253013988114,Hotel
Seminyak,-8.6908357,115.1641975,The Koop,-8.689520659541982,115.1653770310155,Café
Seminyak,-8.6908357,115.1641975,Seminyak Kitchen,-8.691688788763155,115.16247614269456,Breakfast Spot
Seminyak,-8.6908357,115.1641975,Wacko Burger Cafe,-8.689799745734852,115.16280592672219,Burger Joint
Seminyak,-8.6908357,115.1641975,Warung Kecil Seminyak,-8.690666,115.164727,Bistro
Seminyak,-8.6908357,115.1641975,HARRIS Hotel Seminyak,-8.68963358177176,115.16370236669866,Resort
Seminyak,-8.6908357,115.1641975,"The Seiryu, a Boutique Villas",-8.69064025583215,115.16190371489654,Resort
Seminyak,-8.6908357,115.1641975,Kendi Kuning Restaurant,-8.688472190742322,115.16530796419586,Comfort Food Restaurant
Seminyak,-8.6908357,115.1641975,Santa Fe Bar and Grill,-8.691109314928978,115.16568637837025,Bar
Seminyak,-8.6908357,115.1641975,Obsession,-8.691235418056825,115.16541968213201,Nightclub
Seminyak,-8.6908357,115.1641975,Spa Bali,-8.691250566574128,115.16468755749074,Spa
Seminyak,-8.6908357,115.1641975,Shelter Café,-8.68922714514064,115.16681430568954,Café
Seminyak,-8.6908357,115.1641975,Mozzarella Restaurant & Bar,-8.691058450530806,115.16673029883077,Italian Restaurant
Seminyak,-8.6908357,115.1641975,Tijili Seminyak,-8.690529289073599,115.16162732369534,Hotel
Seminyak,-8.6908357,115.1641975,Nalu Bowls,-8.689200987370569,115.1668259152583,Breakfast Spot
Seminyak,-8.6908357,115.1641975,Mixwell,-8.691210230888165,115.16493984189682,Gay Bar
Seminyak,-8.6908357,115.1641975,La Sal,-8.689751866828853,115.16469003831045,Spanish Restaurant
Seminyak,-8.6908357,115.1641975,The Green Room Seminyak,-8.692399007562807,115.16370687794458,Hostel
Seminyak,-8.6908357,115.1641975,Litus Tirta Seminyak,-8.690331,115.164706,Hotel
Seminyak,-8.6908357,115.1641975,Bali Agung Village,-8.690641396158338,115.16112732178603,Hotel
Seminyak,-8.6908357,115.1641975,The Cabin,-8.690337161448298,115.16465368969664,Coffee Shop
Seminyak,-8.6908357,115.1641975,BIASA Bali,-8.692759056729285,115.16806339599155,Boutique
Seminyak,-8.6908357,115.1641975,Made Manis,-8.689263283254586,115.16758161720222,Candy Store
Seminyak,-8.6908357,115.1641975,Bali Joe,-8.691229637619253,115.16490540230176,Gay Bar
Seminyak,-8.6908357,115.1641975,Le Patio,-8.690270857000089,115.16758668808453,Diner
Seminyak,-8.6908357,115.1641975,Blu-Zea Resort by Double-Six,-8.692359015138589,115.16248663905363,Resort
Seminyak,-8.6908357,115.1641975,Lucky Day,-8.691251,115.16406,Gastropub
Seminyak,-8.6908357,115.1641975,Artemis Villa & Hotel,-8.692722033142763,115.16285185692013,Hotel
Seminyak,-8.6908357,115.1641975,Spa Bali,-8.691039532993688,115.16194102862163,Spa
Seminyak,-8.6908357,115.1641975,Ping hotel,-8.692361701323238,115.16305470326687,Hotel
Seminyak,-8.6908357,115.1641975,Baraonda,-8.689801,115.163276,Italian Restaurant
Seminyak,-8.6908357,115.1641975,De Nyuh Spa,-8.692161371638058,115.16146284879474,Massage Studio
Seminyak,-8.6908357,115.1641975,Kzu - Forty Seven Warung,-8.689518962745451,115.16505404308795,Restaurant
Seminyak,-8.6908357,115.1641975,Blue Karma Hotel,-8.691954979389946,115.16734181049455,Resort
Seminyak,-8.6908357,115.1641975,Bottom Up Bar,-8.691224339739133,115.16485884146974,Gay Bar
Seminyak,-8.6908357,115.1641975,Fat Gajah,-8.688090792799688,115.16735611442925,Noodle House
Seminyak,-8.6908357,115.1641975,Wild-1,-8.689569,115.162629,Café
Seminyak,-8.6908357,115.1641975,Made's Warung,-8.689445175825485,115.16769517243405,Balinese Restaurant
Seminyak,-8.6908357,115.1641975,Kama Barbershop & Coffee,-8.688618,115.168152,Café
Seminyak,-8.6908357,115.1641975,Le Jardin Villas,-8.690633137960193,115.16035488261346,Resort
Seminyak,-8.6908357,115.1641975,The Dusty Café,-8.690866,115.167455,Café
Seminyak,-8.6908357,115.1641975,Zula Vegetarian Restaurant,-8.69106180111053,115.16732672511759,Vegetarian / Vegan Restaurant
Seminyak,-8.6908357,115.1641975,Queen's Tandoor,-8.689159341837614,115.1674369079987,Indian Restaurant
Seminyak,-8.6908357,115.1641975,Lucky day,-8.691329840537867,115.16402520592345,Brewery
Seminyak,-8.6908357,115.1641975,Bale Bali,-8.688710454918821,115.16785286069181,Asian Restaurant
Seminyak,-8.6908357,115.1641975,Cafe Moka,-8.687930804577602,115.16738081292779,Café
Seminyak,-8.6908357,115.1641975,Spa Bali,-8.691280380748298,115.16471062513624,Rest Area
Seminyak,-8.6908357,115.1641975,By The Sea,-8.693014311274885,115.16811937093733,Clothing Store
Seminyak,-8.6908357,115.1641975,Sushimi Bali,-8.69101992950825,115.16673108650784,Sushi Restaurant
Seminyak,-8.6908357,115.1641975,BIASA Art Space,-8.692780988296116,115.16811400651932,Art Gallery
Seminyak,-8.6908357,115.1641975,Dyana Villas Bali,-8.692722668725233,115.16494689746428,Resort
Seminyak,-8.6908357,115.1641975,Cendana Restaurant,-8.692402008429475,115.16055946023242,Diner
Seminyak,-8.6908357,115.1641975,Facebar,-8.69120477141328,115.16487629698409,Nightclub
Seminyak,-8.6908357,115.1641975,Espace Spa and Massage,-8.687485,115.16706,Spa
Seminyak,-8.6908357,115.1641975,Naam Thai Restaurant & Bar,-8.691017778757514,115.16632577910356,Asian Restaurant
Seminyak,-8.6908357,115.1641975,Bossman,-8.690841423769474,115.16641385874826,Burger Joint
Seminyak,-8.6908357,115.1641975,Chef Cakes Bakery At Warung Made,-8.689373,115.16792,Bakery
Seminyak,-8.6908357,115.1641975,Bestest Café,-8.691609927149532,115.16354006894721,Mediterranean Restaurant
Seminyak,-8.6908357,115.1641975,Jackson Lily's,-8.68911,115.167606,Restaurant
Seminyak,-8.6908357,115.1641975,Frankensteins Laboratory,-8.691024799795445,115.16704051736512,Cocktail Bar
Seminyak,-8.6908357,115.1641975,Circle K,-8.691226795535172,115.16578274662022,Convenience Store
Seminyak,-8.6908357,115.1641975,Primera Hotel Seminyak,-8.691099907801746,115.16609697237139,Hotel
Seminyak,-8.6908357,115.1641975,Anantara Vacation Club,-8.68811646556649,115.16380282754103,Resort
Seminyak,-8.6908357,115.1641975,Warung Italia,-8.688675354148595,115.16813694689827,Italian Restaurant
Seminyak,-8.6908357,115.1641975,JP's Warungclub,-8.690968820871472,115.16721118840772,Pub
Seminyak,-8.6908357,115.1641975,ASPYA SPA,-8.68771679216372,115.16494319185303,Spa
Seminyak,-8.6908357,115.1641975,Jef Burger,-8.691025563358066,115.16628978699222,Burger Joint
Seminyak,-8.6908357,115.1641975,Warung Kazuya,-8.68920953775458,115.16672194004059,Japanese Restaurant
Seminyak,-8.6908357,115.1641975,Passargad,-8.691782173455815,115.16334349021419,Restaurant
Seminyak,-8.6908357,115.1641975,Gateways of India,-8.691113179313323,115.16582038177876,Indian Restaurant
Seminyak,-8.6908357,115.1641975,Puri Cendana Resort Bali,-8.692354301444528,115.1606345334787,Resort
Seminyak,-8.6908357,115.1641975,Lime Restaurant & Bar,-8.691245409720779,115.16606256163323,Breakfast Spot
Seminyak,-8.6908357,115.1641975,Circle K,-8.687310481384122,115.16523269374659,Convenience Store
Seminyak,-8.6908357,115.1641975,Harmony seminyak,-8.691246430857353,115.16216824496442,Hotel Bar
Seminyak,-8.6908357,115.1641975,Warung Ladhu,-8.691174217868982,115.16544845763003,Diner
Seminyak,-8.6908357,115.1641975,Warung Ocha,-8.690891911277879,115.16781277606808,Asian Restaurant
Seminyak,-8.6908357,115.1641975,MoonCheese Warung Seminyak,-8.692306387697863,115.16790211200714,Modern European Restaurant
Seminyak,-8.6908357,115.1641975,Ma-Kao Asian Street Food,-8.691059,115.168519,Asian Restaurant
Seminyak,-8.6908357,115.1641975,Grandmas Hotels,-8.69220500002888,115.1615218198864,Hotel
Seminyak,-8.6908357,115.1641975,Peppermint,-8.692901,115.167874,Café
Seminyak,-8.6908357,115.1641975,Kaiana Spa,-8.689389,115.167781,Spa
Seminyak,-8.6908357,115.1641975,Hana,-8.689413,115.167401,Japanese Restaurant
Seminyak,-8.6908357,115.1641975,Sienna Villas,-8.69437044392073,115.1666686192533,Resort
Tuban,-8.7353192,115.1760241,Starbucks,-8.737315235292387,115.17580759794288,Coffee Shop
Tuban,-8.7353192,115.1760241,Park23 Entertainment Center,-8.737299933650204,115.17579007470391,Shopping Mall
Tuban,-8.7353192,115.1760241,老大 Warung Laota,-8.73347132577751,115.17775578287839,Chinese Restaurant
Tuban,-8.7353192,115.1760241,Park23 XXI,-8.737084134169413,115.17580190607036,Multiplex
Tuban,-8.7353192,115.1760241,Harum bali lapis legit,-8.738004831451686,115.17492300837581,Bakery
Tuban,-8.7353192,115.1760241,Richeese Factory Tuban Kuta,-8.7355175,115.17774,Fast Food Restaurant
Tuban,-8.7353192,115.1760241,Best Western Kuta Villa,-8.733086300317405,115.17651454073406,Hotel
Tuban,-8.7353192,115.1760241,PrimeBiz Kuta Hotel,-8.735630671723563,115.17785705611581,Hotel
Tuban,-8.7353192,115.1760241,Ibis Hotels,-8.733694249765628,115.17768356708828,Hotel
Tuban,-8.7353192,115.1760241,Chatime,-8.737497535114116,115.17588618044509,Bubble Tea Shop
Tuban,-8.7353192,115.1760241,INDOROLAND Martabak & Terang Bulan,-8.7323936382987,115.17751508001861,Dessert Shop
Tuban,-8.7353192,115.1760241,The Keranjang,-8.732099,115.178322,Gift Shop
Tuban,-8.7353192,115.1760241,Buka Baju - Gubuk Makan Bakso Keju,-8.733018564348868,115.1774714046196,Indonesian Restaurant
Tuban,-8.7353192,115.1760241,Nasi Pecel Bu Tinuk,-8.733163460848106,115.17774006160523,Indonesian Restaurant
Tuban,-8.7353192,115.1760241,Jasmine Aromatherapy,-8.737254684664427,115.17981745851415,Massage Studio
Tuban,-8.7353192,115.1760241,Tanjung Pinang Chinese Food,-8.73270208863103,115.1774766349969,Chinese Restaurant
Tuban,-8.7353192,115.1760241,Kopi Bali House,-8.735661479872462,115.17776805712623,Restaurant
Tuban,-8.7353192,115.1760241,Warung Malang Pak Slamet (Special Seafood & Chinese Food),-8.731067533640699,115.17725428297709,Chinese Restaurant
Tuban,-8.7353192,115.1760241,Coto Makassar Tuban,-8.734250404088389,115.17787029778918,Indonesian Restaurant
Tuban,-8.7353192,115.1760241,Warung Malang,-8.731046252888351,115.17738072032104,Asian Restaurant
Tuban,-8.7353192,115.1760241,Sangrai Tuban Bali,-8.73800908281684,115.1746645215397,Asian Restaurant
Tuban,-8.7353192,115.1760241,Sungai Sea Food,-8.736832796397579,115.17807800357174,Seafood Restaurant
Tuban,-8.7353192,115.1760241,Quest Hotel Kuta,-8.738269930770272,115.17478677345255,Hotel
Tuban,-8.7353192,115.1760241,Pawon Pasundan,-8.737362104249781,115.1773828878224,Sundanese Restaurant
Tuban,-8.7353192,115.1760241,Eat and Eat Park23 Entertainment Center,-8.737114000933362,115.17579016555197,Asian Restaurant
Tuban,-8.7353192,115.1760241,Circle K,-8.73379604,115.177674,Convenience Store
Tuban,-8.7353192,115.1760241,Papa Ron's Pizza,-8.736933247571502,115.17808416210268,Pizza Place
Tuban,-8.7353192,115.1760241,Boshe VVIP Club BALI,-8.734722226907378,115.17953419792306,Nightclub
Tuban,-8.7353192,115.1760241,Lawson,-8.732484101629343,115.17749543064782,Convenience Store
Tuban,-8.7353192,115.1760241,HAWAii Bali,-8.733425805658433,115.17907152867988,Gift Shop
Tuban,-8.7353192,115.1760241,Sunda Kelapa,-8.73861744184982,115.17386752572388,Asian Restaurant
Tuban,-8.7353192,115.1760241,Griya Bugar Thai Massage and Spa,-8.73765286346396,115.17991478452277,Spa
Tuban,-8.7353192,115.1760241,Mandarin Hainam Chicken Rice,-8.733166263529032,115.17874055949174,Asian Restaurant
Tuban,-8.7353192,115.1760241,Kepiting Super Crabby,-8.736651063742684,115.17967436845022,Seafood Restaurant
Tuban,-8.7353192,115.1760241,Masakan Batam 88,-8.733490446664291,115.17774558259941,Chinese Restaurant
Tuban,-8.7353192,115.1760241,Ayam Betutu Pak Man,-8.731133766030005,115.17747173881942,Indonesian Restaurant
Tuban,-8.7353192,115.1760241,Bread & Jam Hostel,-8.732340411194444,115.1732289791107,Hostel
Tuban,-8.7353192,115.1760241,Circus Waterpark,-8.737001779112301,115.17511987439563,Water Park
Tuban,-8.7353192,115.1760241,Sports Station,-8.737444,115.175841,Sporting Goods Shop
Tuban,-8.7353192,115.1760241,Best Western Kuta Villa,-8.733093988710522,115.17639552960006,Hotel Bar
Tuban,-8.7353192,115.1760241,Indoroland (Martabak & Terang Bulan),-8.732999903822042,115.1769978280711,Food Truck
Tuban,-8.7353192,115.1760241,Plaza Bali Mall,-8.734827041134553,115.17900688969735,Clothing Store
Tuban,-8.7353192,115.1760241,Hawaii Bali Hotel,-8.733271309955292,115.17917095210085,Motel
Tuban,-8.7353192,115.1760241,HAWAii Bali One Stop Bali Experience,-8.733558874687427,115.17909952623823,Art Gallery
Benoa,-8.8007914,115.2105452,"Mie Ayam Bakso ""Pak Doel""",-8.800923903547242,115.2133668841646,Noodle House
Benoa,-8.8007914,115.2105452,ithon mart,-8.801676647752934,115.21310109587371,Grocery Store
Benoa,-8.8007914,115.2105452,"Warung ""Sushi Naruto""",-8.802021816616126,115.21165297544472,Sushi Restaurant
Benoa,-8.8007914,115.2105452,CerMart,-8.803316335661833,115.20798343658925,Department Store
Benoa,-8.8007914,115.2105452,Nasi Padang Rene Boss,-8.801276606676975,115.20693557980589,Indonesian Restaurant
Jimbaran,-8.7724902,115.1723944,Cuca,-8.773230540829307,115.1699448837217,Tapas Restaurant
Jimbaran,-8.7724902,115.1723944,Pramapada hotel,-8.772624,115.17097,Hotel
Jimbaran,-8.7724902,115.1723944,Kayumanis Resto,-8.772791,115.16958,Indonesian Restaurant
Jimbaran,-8.7724902,115.1723944,The Open House Bali,-8.769903108883774,115.16989942798762,Hotel
Jimbaran,-8.7724902,115.1723944,Kayumanis Jimbaran Private Estate & Spa,-8.773463524040363,115.16992258778858,Resort
Jimbaran,-8.7724902,115.1723944,Ahimsa Beach Villa Bali,-8.772924114830198,115.17071316671547,Hotel
Jimbaran,-8.7724902,115.1723944,Jamahal Private Resort & Spa,-8.772544599982627,115.17271720857178,Resort
Jimbaran,-8.7724902,115.1723944,Keraton Jimbaran Resort & Spa,-8.771807976976447,115.17064037690832,Resort
Jimbaran,-8.7724902,115.1723944,Alfamart Uluwatu 2,-8.773413,115.172261,Department Store
Jimbaran,-8.7724902,115.1723944,Lia Cafe Jimbaran Seafood,-8.770219238754704,115.16864476575398,Seafood Restaurant
Jimbaran,-8.7724902,115.1723944,Jimbaran Beach Cafe,-8.770018022794359,115.1688479825911,Seafood Restaurant
Jimbaran,-8.7724902,115.1723944,Belmond Jimbaran Puri,-8.77277835646538,115.16882966354599,Hotel
Jimbaran,-8.7724902,115.1723944,Jimbaran fish market,-8.768908761035519,115.17041039069288,Fish Market
Jimbaran,-8.7724902,115.1723944,AKUA de Bilbao Tapas Bar & Restaurant,-8.769828,115.16928,Tapas Restaurant
Jimbaran,-8.7724902,115.1723944,Nelayan Restaurant,-8.773277491498918,115.16817980806216,Restaurant
Jimbaran,-8.7724902,115.1723944,Keraton Hotel Beach (Jimbaran),-8.77145832587121,115.16867856871242,Beach
Jimbaran,-8.7724902,115.1723944,Warung Ramayana,-8.770025723335792,115.16884960416752,Seafood Restaurant
Jimbaran,-8.7724902,115.1723944,Soto Dobrak Jimbaran,-8.775921455452284,115.17121307594986,Food Court
Jimbaran,-8.7724902,115.1723944,Rajapala Restaurant at Keraton Jimbaran,-8.771677978356598,115.16871827590587,Breakfast Spot
Jimbaran,-8.7724902,115.1723944,Ramayana Cafe,-8.770038619524415,115.16883596955778,Seafood Restaurant
Jimbaran,-8.7724902,115.1723944,Warung Jaya Sempurna,-8.773666441833273,115.17232966526123,Chinese Restaurant
Jimbaran,-8.7724902,115.1723944,Roman Cafe Jimbaran,-8.769951407953046,115.16893881325552,Seafood Restaurant
Jimbaran,-8.7724902,115.1723944,Bayang Cafe,-8.770200439074504,115.16864767558599,Seafood Restaurant
Jimbaran,-8.7724902,115.1723944,ASSP Jimbaran Corner,-8.775484304288037,115.17093582743126,Jewelry Store
Jimbaran,-8.7724902,115.1723944,King Crab Dena's Cafe Jimbaran,-8.77013803078338,115.16866477087888,Seafood Restaurant
Jimbaran,-8.7724902,115.1723944,Warung Bamboo,-8.770331482674766,115.16865779415407,Seafood Restaurant
Pecatu,-8.8266671,115.1149608,Bukit Sari Rock Atv Adventure,-8.829318,115.114101,Bike Trail
Pecatu,-8.8266671,115.1149608,Villa Casanena,-8.822473208543466,115.11647109575071,Resort
Tanjung Benoa,-8.76573985,115.22325623337838,"Private Beach, Novotel Benoa Bali",-8.764398742739871,115.2232497993995,Beach
Tanjung Benoa,-8.76573985,115.22325623337838,Uluwatu Restaurant Novotel Bali Benoa,-8.76428939231081,115.22292375799769,Restaurant
Tanjung Benoa,-8.76573985,115.22325623337838,Novotel Benoa Bali,-8.764349718415867,115.22199890930789,Resort
Tanjung Benoa,-8.76573985,115.22325623337838,Home Spa Bali,-8.765838,115.221561,Spa
Tanjung Benoa,-8.76573985,115.22325623337838,Coco's Beach Restaurant,-8.76410133321658,115.2232840638707,Indonesian Restaurant
Tanjung Benoa,-8.76573985,115.22325623337838,Grand Mirage Resort & Thalasso Bali,-8.767243392831329,115.22227048873901,Resort
Tanjung Benoa,-8.76573985,115.22325623337838,Bali Cardamon,-8.765684843408273,115.22179726960933,Indonesian Restaurant
Tanjung Benoa,-8.76573985,115.22325623337838,Sadara Boutique Beach Resort,-8.769936328978696,115.22293132226288,Resort
Tanjung Benoa,-8.76573985,115.22325623337838,Tanjung Benoa Dive & Water Sports,-8.761520210308081,115.22316828439605,Surf Spot
Tanjung Benoa,-8.76573985,115.22325623337838,Luna Bonita Bar & Rest,-8.766101144989117,115.22178483697031,Bar
Tanjung Benoa,-8.76573985,115.22325623337838,Starbucks,-8.76905213998039,115.2221016803196,Coffee Shop
Tanjung Benoa,-8.76573985,115.22325623337838,Bali Apollo Dive & Watersports,-8.769504710967627,115.22333683001064,Water Park
Tanjung Benoa,-8.76573985,115.22325623337838,Black Tom's,-8.767709,115.22173,Bar
Tanjung Benoa,-8.76573985,115.22325623337838,Kind Villa Bintang Resort Bali,-8.769947159357626,115.22282855713911,Hotel
Tanjung Benoa,-8.76573985,115.22325623337838,Batara Dive & Water Sport Benoa,-8.761432567749955,115.2232365679695,Water Park
Tanjung Benoa,-8.76573985,115.22325623337838,Grand cafe,-8.76724881287457,115.22299437343241,Restaurant
Tanjung Benoa,-8.76573985,115.22325623337838,Thalasso Spa,-8.767123250014093,115.22283252367808,Spa
Tanjung Benoa,-8.76573985,115.22325623337838,Grand Mirage Jukung Grill,-8.767464,115.223268,Snack Place
Tanjung Benoa,-8.76573985,115.22325623337838,Coco's bar Novotel Benoa,-8.764260906668714,115.2231914402944,Asian Restaurant
Tanjung Benoa,-8.76573985,115.22325623337838,BALI REEF RESORT,-8.763727412590153,115.22246460153711,Hotel
Tanjung Benoa,-8.76573985,115.22325623337838,Club Bali Mirage Resort,-8.768984440972055,115.22257201942526,Resort
Tanjung Benoa,-8.76573985,115.22325623337838,Chopstick Restaurant Club Bali Mirage Resort,-8.76924183776371,115.2220510102709,Breakfast Spot
Tanjung Benoa,-8.76573985,115.22325623337838,Bakso Solo,-8.769375085830688,115.22190034389496,Indonesian Restaurant
Ungasan,-8.8286667,115.1654257781247,Circle K,-8.825043,115.166701,Convenience Store
Ungasan,-8.8286667,115.1654257781247,Rujak Mek Tedy,-8.829153037881476,115.16670335930637,Indonesian Restaurant
Ungasan,-8.8286667,115.1654257781247,Warung Pojok 88,-8.831503633882313,115.16701022961091,Chinese Restaurant
Ungasan,-8.8286667,115.1654257781247,Bali Bio Villas,-8.830887,115.168405,Resort
Ungasan,-8.8286667,115.1654257781247,Hideaway Residence,-8.828777,115.16118,Resort
Canggu,-8.650618,115.1364993,Moana,-8.649412468321696,115.13757337616926,Seafood Restaurant
Canggu,-8.650618,115.1364993,Crate Cafe,-8.648649072564671,115.13720245919558,Café
Canggu,-8.650618,115.1364993,Pretty Poison,-8.652698647560218,115.13788450422635,Cocktail Bar
Canggu,-8.650618,115.1364993,Monsieur Spoon,-8.651621075628087,115.13421356678009,Bakery
Canggu,-8.650618,115.1364993,Warung Bu Mi,-8.651117041790345,115.13539301510075,Diner
Canggu,-8.650618,115.1364993,The Common,-8.650676,115.13576,Café
Canggu,-8.650618,115.1364993,Amo Spa Canggu,-8.65139534091893,115.13440674007917,Spa
Canggu,-8.650618,115.1364993,Deus Ex Machina,-8.651382199524123,115.13335155473051,Motorcycle Shop
Canggu,-8.650618,115.1364993,Bro Resto,-8.649911942186131,115.13703327677192,French Restaurant
Canggu,-8.650618,115.1364993,The Loft,-8.650959387449067,115.13557635034941,Restaurant
Canggu,-8.650618,115.1364993,Betelnut Cafe,-8.652002116757155,115.13349104562194,Café
Canggu,-8.650618,115.1364993,Pit-Stop,-8.65152730914608,115.13479644705099,Burger Joint
Canggu,-8.650618,115.1364993,Mad Pops,-8.6506,115.13572,Ice Cream Shop
Canggu,-8.650618,115.1364993,Secret Spot,-8.650897,115.134287,Vegetarian / Vegan Restaurant
Canggu,-8.650618,115.1364993,Take Off Club Bali,-8.653856272401141,115.13512903685016,Recreation Center
Canggu,-8.650618,115.1364993,Takeoff Surf Camp & Hotel,-8.654596258753658,115.13523817062377,Sports Club
Canggu,-8.650618,115.1364993,Love Anchor Canggu,-8.651851118078874,115.13402992045675,Restaurant
Canggu,-8.650618,115.1364993,Waroeng Nonii,-8.652602519108816,115.1328937120245,Asian Restaurant
Canggu,-8.650618,115.1364993,Poke Poke,-8.651847293334125,115.13372328633406,Hawaiian Restaurant
Canggu,-8.650618,115.1364993,Lola's,-8.653556803506797,115.13768434524536,Mexican Restaurant
Canggu,-8.650618,115.1364993,Luigi's Bar + Pizza,-8.651331642634664,115.13369910074702,Italian Restaurant
Canggu,-8.650618,115.1364993,MAITAI Tahitian kitchen,-8.651520311438631,115.13300657272339,Café
Canggu,-8.650618,115.1364993,VOYAGER (Boutique Creative Retreat),-8.6533738899858,115.13591543627582,Hotel
Canggu,-8.650618,115.1364993,Two Moods,-8.651644,115.132177,Café
Canggu,-8.650618,115.1364993,Roti Canai Street Kitchen,-8.651824900666643,115.13375143373806,Malay Restaurant
Dalung,-8.6188557,115.1704677,Circle K,-8.618291772150215,115.17066949046615,Convenience Store
Kerobokan Kaja,-8.6399162,115.1746557,Tiara Gatzu,-8.63783119669606,115.17473504876783,Department Store
Kerobokan Kaja,-8.6399162,115.1746557,Animal-Pet Bali,-8.635960987878885,115.1751273032861,Pet Store
Kerobokan Kaja,-8.6399162,115.1746557,My Spa,-8.637287669042191,115.17594975516118,Spa
Kerobokan Kaja,-8.6399162,115.1746557,GOR Purna Krida,-8.640827179650566,115.17258588931868,Basketball Stadium
Kerobokan Kaja,-8.6399162,115.1746557,Holland Bakery,-8.635882407762233,115.17524350738805,Bakery
Kerobokan Kaja,-8.6399162,115.1746557,Circle K,-8.635752429414989,115.1753014059149,Convenience Store
Kerobokan Kaja,-8.6399162,115.1746557,"Tiara Gatsu, food centre",-8.637806790136608,115.17482084782263,Asian Restaurant
Kerobokan Kaja,-8.6399162,115.1746557,Soto Ayam Cita Rasa II (Cak Di),-8.636394826559819,115.17509522920045,Asian Restaurant
Kerobokan Kelod,-8.6726172,115.171246,R.M Putra Minang,-8.672188268389377,115.1686124378802,Padangnese Restaurant
Kerobokan Kelod,-8.6726172,115.171246,Warung Salmon,-8.672258,115.172894,Indonesian Restaurant
Kerobokan Kelod,-8.6726172,115.171246,Warung sobat 2,-8.668840836095809,115.16920379099436,Eastern European Restaurant
Kerobokan Kelod,-8.6726172,115.171246,Alfamart,-8.67223235246127,115.16707529094595,Shop & Service
Kerobokan Kelod,-8.6726172,115.171246,Uppala Suite,-8.67542327027025,115.16995985280532,Resort
Kerobokan Kelod,-8.6726172,115.171246,Circle K,-8.672273443172164,115.16809804220412,Convenience Store
Tibubeneng,-8.6451772,115.1519964,Bakso RUDY,-8.643171,115.154395,Asian Restaurant
